budget,id,original_language,revenue,runtime,title,vote_average,vote_count,top_cast,director,genres,keywords,release_year,profit,decade,nlp
15000000.0,4011,en,73326666.0,92.0,Beetlejuice,7.1,1475.0,"['Geena Davis', 'Alec Baldwin', 'Winona Ryder', 'Michael Keaton', ""Catherine O'Hara""]",Tim Burton,"['Fantasy', 'Comedy']","['minister', 'giant snake', 'skeleton', 'calypso', 'arts', 'afterlife', 'child bride', 'possession', 'surrealism', 'teenage girl', 'ghost']",1988,58326666.0,1980,beetlejuice fantasy comedy geena_davis alec_baldwin winona_ryder minister giant_snake skeleton calypso arts tim_burton
1500000.0,1580,en,2200000.0,80.0,Rope,7.8,539.0,"['James Stewart', 'John Dall', 'Farley Granger', 'Constance Collier', 'Douglas Dick']",Alfred Hitchcock,"['Crime', 'Drama', 'Mystery', 'Thriller']","['planned murder', 'banquet', 'victim of murder', 'footlocker', 'strangle', 'rope', 'suspense', 'based on play or musical', 'long take']",1948,700000.0,1940,rope crime drama mystery thriller james_stewart john_dall farley_granger planned_murder banquet victim_of_murder footlocker strangle alfred_hitchcock
2000000.0,5854,en,7900000.0,121.0,Family Plot,6.7,86.0,"['Barbara Harris', 'Bruce Dern', 'Karen Black', 'William Devane', 'Ed Lauter']",Alfred Hitchcock,"['Comedy', 'Crime', 'Thriller']","['fortune teller', 'kidnapping', 'false identity', 'heir', 'spiritualist']",1976,5900000.0,1970,family_plot comedy crime thriller barbara_harris bruce_dern karen_black fortune_teller kidnapping false_identity heir spiritualist alfred_hitchcock
3500000.0,573,en,12600000.0,116.0,Frenzy,7.2,162.0,"['Jon Finch', 'Alec McCowen', 'Barry Foster', 'Billie Whitelaw', 'Anna Massey']",Alfred Hitchcock,"['Crime', 'Drama', 'Mystery', 'Thriller']","['london england', 'rape', 'police', 'suspense', 'serial killer']",1972,9100000.0,1970,frenzy crime drama mystery thriller jon_finch alec_mccowen barry_foster london_england rape police suspense serial_killer alfred_hitchcock
4000000.0,2370,en,6000000.0,143.0,Topaz,6.1,78.0,"['Frederick Stafford', 'Dany Robin', 'Claude Jade', 'Michel Subor', 'Karin Dor']",Alfred Hitchcock,"['Action', 'Drama', 'Mystery', 'Thriller']","['new york', 'cia', 'cuba', 'cold war', 'suspense']",1969,2000000.0,1960,topaz action drama mystery thriller frederick_stafford dany_robin claude_jade new_york cia cuba cold_war suspense alfred_hitchcock
3000000.0,5780,en,13000000.0,128.0,Torn Curtain,6.4,120.0,"['Paul Newman', 'Julie Andrews', 'Lila Kedrova', 'Hansjörg Felmy', 'Tamara Toumanova']",Alfred Hitchcock,"['Mystery', 'Thriller']","['cold war', 'east germany']",1966,10000000.0,1960,torn_curtain mystery thriller paul_newman julie_andrews lila_kedrova cold_war east_germany alfred_hitchcock
2135161.0,506,en,7000000.0,130.0,Marnie,7.2,233.0,"['Tippi Hedren', 'Sean Connery', 'Diane Baker', 'Martin Gabel', 'Louise Latham']",Alfred Hitchcock,"['Crime', 'Drama', 'Mystery', 'Thriller']","['philadelphia', 'post traumatic stress  disorder', 'prostitute', 'rape', 'horse race', 'sexual abuse', 'in love with enemy', 'suicide attempt', 'clerk', 'blackmail', 'sexual frustration', 'lie', 'horseback riding', ""women's sexual identity"", 'new identity', 'kleptomania', 'baltimore', 'horse', 'frigidity', 'honeymoon', 'fetish', 'riding accident', 'cruise', 'psychology', 'self-defense', 'fetishism', 'chase', 'suspense', 'cowardliness']",1964,4864839.0,1960,marnie crime drama mystery thriller tippi_hedren sean_connery diane_baker philadelphia post_traumatic_stress__disorder prostitute rape horse_race alfred_hitchcock
1200000.0,22527,en,2000000.0,105.0,The Wrong Man,6.9,105.0,"['Henry Fonda', 'Vera Miles', 'Anthony Quayle', 'Harold J. Stone', 'Charles Cooper']",Alfred Hitchcock,"['Crime', 'Drama', 'Mystery']","['robbery', 'musician', 'innocence', 'insurance']",1956,800000.0,1950,the_wrong_man crime drama mystery henry_fonda vera_miles anthony_quayle robbery musician innocence insurance alfred_hitchcock
2500000.0,574,en,10250000.0,120.0,The Man Who Knew Too Much,7.3,276.0,"['James Stewart', 'Doris Day', 'Brenda De Banzie', 'Bernard Miles', 'Alan Mowbray']",Alfred Hitchcock,"['Adventure', 'Crime', 'Drama', 'Mystery', 'Thriller']","['london england', 'assassination', 'scotland yard', 'bus', 'morocco', 'paranoia', 'british', 'suspense', 'american', 'physician', 'frenchman', 'inter cultural', 'cymbals']",1956,7750000.0,1950,the_man_who_knew_too_much adventure crime drama mystery thriller james_stewart doris_day brenda_de_banzie london_england assassination scotland_yard bus morocco alfred_hitchcock
1200000.0,11219,en,7000000.0,99.0,The Trouble with Harry,6.9,152.0,"['Edmund Gwenn', 'John Forsythe', 'Shirley MacLaine', 'Mildred Natwick', 'Mildred Dunnock']",Alfred Hitchcock,"['Comedy', 'Mystery', 'Thriller']","['small town', 'chase', 'wife', 'leave', 'murder', 'suspense', 'female corpse']",1955,5800000.0,1950,the_trouble_with_harry comedy mystery thriller edmund_gwenn john_forsythe shirley_maclaine small_town chase wife leave murder alfred_hitchcock
1200000.0,845,en,7000000.0,101.0,Strangers on a Train,7.6,379.0,"['Farley Granger', 'Robert Walker', 'Ruth Roman', 'Patricia Hitchcock', 'Kasey Rogers']",Alfred Hitchcock,"['Crime', 'Drama', 'Thriller']","['perfect crime', 'obsession', 'island', 'carousel ', 'train ride', 'psychopath', 'lighter', 'murder', 'cheating wife', 'strangulation', 'amusement park', 'husband wife estrangement', 'woman with glasses', 'chance meeting', 'film noir', 'cocktail party', 'fiancée', 'storm drain', 'tennis match', 'tennis pro']",1951,5800000.0,1950,strangers_on_a_train crime drama thriller farley_granger robert_walker ruth_roman perfect_crime obsession island carousel_ train_ride alfred_hitchcock
13000000.0,3682,en,16757163.0,106.0,54,5.5,138.0,"['Ryan Phillippe', 'Salma Hayek', 'Breckin Meyer', 'Mike Myers', 'Neve Campbell']",Mark Christopher,"['Music', 'Drama']","['new york', 'sex', 'nightclub', 'money', 'drug', 'disco']",1998,3757163.0,1990,54 music drama ryan_phillippe salma_hayek breckin_meyer new_york sex nightclub money drug mark_christopher
250.0,51942,en,203.0,72.0,I Married a Strange Person!,7.5,12.0,"['Charis Michelsen', 'Tom Larson', 'Richard Spore']",Bill Plympton,"['Drama', 'Comedy', 'Animation']",[],1998,-47.0,1990,i_married_a_strange_person! drama comedy animation charis_michelsen tom_larson richard_spore  bill_plympton
35000000.0,847,en,57269863.0,126.0,Willow,6.9,484.0,"['Warwick Davis', 'Val Kilmer', 'Joanne Whalley', 'Jean Marsh', 'Patricia Hayes']",Ron Howard,"['Adventure', 'Drama', 'Action']","['prophecy', 'falsely accused', 'baby', 'monster', 'hero', 'queen', 'traitor', 'magic', 'fantasy', 'castle', ""sorcerer's apprentice"", 'black magic', 'aggression by animal', 'mission']",1988,22269863.0,1980,willow adventure drama action warwick_davis val_kilmer joanne_whalley prophecy falsely_accused baby monster hero ron_howard
25000000.0,117,en,76270454.0,119.0,The Untouchables,7.6,1424.0,"['Kevin Costner', 'Sean Connery', 'Charles Martin Smith', 'Andy García', 'Robert De Niro']",Brian De Palma,"['Crime', 'Drama', 'History', 'Thriller']","['white suit', 'al capone', 'tough cop', 'treasury agent', 'untouchable', 'tax evasion', 'jury tampering', 'rule of law', 'rooftop chase', 'cutting face while shaving', '1930s']",1987,51270454.0,1980,the_untouchables crime drama history thriller kevin_costner sean_connery charles_martin_smith white_suit al_capone tough_cop treasury_agent untouchable brian_de_palma
1103000.0,11462,en,4500000.0,99.0,Suspicion,7.1,140.0,"['Cary Grant', 'Joan Fontaine', 'Cedric Hardwicke', 'Nigel Bruce', 'Dame May Whitty']",Alfred Hitchcock,"['Mystery', 'Thriller']","['poison', 'telegram', 'honeymoon', 'kiss', 'investigation', 'suspense', 'money', 'murderer', 'loan']",1941,3397000.0,1940,suspicion mystery thriller cary_grant joan_fontaine cedric_hardwicke poison telegram honeymoon kiss investigation alfred_hitchcock
12000000.0,10220,en,22921898.0,121.0,Rounders,6.9,451.0,"['Matt Damon', 'John Turturro', 'Gretchen Mol', 'Goran Visnjic', 'Edward Norton']",John Dahl,"['Drama', 'Crime']","['gambling', 'law', 'compulsive gambling', 'roulette', 'gain']",1998,10921898.0,1990,rounders drama crime matt_damon john_turturro gretchen_mol gambling law compulsive_gambling roulette gain john_dahl
250000.0,431,en,501818.0,90.0,Cube,6.9,1101.0,"['Nicole de Boer', 'Nicky Guadagni', 'David Hewlett', 'Andrew Miller', 'Julian Richings']",Vincenzo Natali,"['Thriller', 'Science Fiction', 'Mystery']","['riddle', 'autism', 'claustrophobia', 'maze', 'prime number', 'entrapment', 'mathematics', 'murder', 'escape', 'violence', 'numbers', 'canuxploitation']",1997,251818.0,1990,cube thriller science_fiction mystery nicole_de_boer nicky_guadagni david_hewlett riddle autism claustrophobia maze prime_number vincenzo_natali
20000000.0,22796,en,18253415.0,114.0,Simon Birch,6.5,52.0,"['Ashley Judd', 'Ian Michael Smith', 'Joseph Mazzello', 'Oliver Platt', 'David Strathairn']",Mark Steven Johnson,"['Comedy', 'Drama', 'Family']",['illegitimate son'],1998,-1746585.0,1990,simon_birch comedy drama family ashley_judd ian_michael_smith joseph_mazzello illegitimate_son mark_steven_johnson
25000000.0,22256,en,777423.0,117.0,Without Limits,6.4,20.0,"['Billy Crudup', 'Donald Sutherland', 'Monica Potter', 'Jeremy Sisto', 'Matthew Lillard']",Robert Towne,['Drama'],"['running', 'olympic games', 'sport', 'athlete']",1998,-24222577.0,1990,without_limits drama billy_crudup donald_sutherland monica_potter running olympic_games sport athlete robert_towne
20000000.0,12626,en,51249404.0,133.0,Broadcast News,6.8,101.0,"['William Hurt', 'Albert Brooks', 'Holly Hunter', 'Robert Prosky', 'Lois Chiles']",James L. Brooks,"['Comedy', 'Drama', 'Romance']","['journalist', 'journalism', 'workaholic', 'news broadcast', 'television', 'moderator']",1987,31249404.0,1980,broadcast_news comedy drama romance william_hurt albert_brooks holly_hunter journalist journalism workaholic news_broadcast television james_l._brooks
28000000.0,3525,en,103173635.0,114.0,Working Girl,6.5,242.0,"['Harrison Ford', 'Melanie Griffith', 'Sigourney Weaver', 'Alec Baldwin', 'Joan Cusack']",Mike Nichols,"['Comedy', 'Drama', 'Romance']","['love triangle', 'clerk', 'business', 'new york city']",1988,75173635.0,1980,working_girl comedy drama romance harrison_ford melanie_griffith sigourney_weaver love_triangle clerk business new_york_city mike_nichols
10000000.0,2321,en,21486757.0,104.0,Married to the Mob,5.8,67.0,"['Michelle Pfeiffer', 'Matthew Modine', 'Oliver Platt', 'Alec Baldwin', 'Dean Stockwell']",Jonathan Demme,"['Comedy', 'Crime', 'Romance']","['fbi', 'romantic comedy', 'mobster', 'italian american', 'starting over']",1988,11486757.0,1980,married_to_the_mob comedy crime romance michelle_pfeiffer matthew_modine oliver_platt fbi romantic_comedy mobster italian_american starting_over jonathan_demme
40000000.0,11933,en,8479793.0,94.0,Nothing but Trouble,5.0,88.0,"['Chevy Chase', 'Dan Aykroyd', 'John Candy', 'Demi Moore', 'Daniel Baldwin']",Dan Aykroyd,"['Comedy', 'Adventure']","['sheriff', 'drag queen', 'small town', 'broker', 'wealthy']",1991,-31520207.0,1990,nothing_but_trouble comedy adventure chevy_chase dan_aykroyd john_candy sheriff drag_queen small_town broker wealthy dan_aykroyd
40000000.0,881,en,243240178.0,138.0,A Few Good Men,7.1,899.0,"['Tom Cruise', 'Jack Nicholson', 'Demi Moore', 'Kevin Bacon', 'Kevin Pollak']",Rob Reiner,['Drama'],"['suicide', 'underdog', 'suspicion of murder', 'court case', 'navy', 'law', 'dying and death', 'guantanamo bay', 'marine corps', 'military court', 'code red', 'command', 'military base', 'u.s. navy', 'sexism', 'right and justice', 'based on play or musical', 'court martial', 'flashback', 'platoon leader', 'military law']",1992,203240178.0,1990,a_few_good_men drama tom_cruise jack_nicholson demi_moore suicide underdog suspicion_of_murder court_case navy rob_reiner
38000000.0,4478,en,266614059.0,117.0,Indecent Proposal,5.8,300.0,"['Robert Redford', 'Demi Moore', 'Woody Harrelson', 'Seymour Cassel', 'Oliver Platt']",Adrian Lyne,['Drama'],"['gambling', 'adultery', ""love of one's life"", 'shortage of money', 'millionaire']",1993,228614059.0,1990,indecent_proposal drama robert_redford demi_moore woody_harrelson gambling adultery love_of_one's_life shortage_of_money millionaire adrian_lyne
33000000.0,2109,en,244386864.0,98.0,Rush Hour,6.8,1254.0,"['Jackie Chan', 'Chris Tucker', 'Ken Leung', 'Tom Wilkinson', 'Tzi Ma']",Brett Ratner,"['Action', 'Comedy', 'Crime', 'Thriller']","['two man army', 'consul', 'crime lord', 'art treasures', 'reference to chelsea clinton', 'roses are red poem', 'duringcreditsstinger']",1998,211386864.0,1990,rush_hour action comedy crime thriller jackie_chan chris_tucker ken_leung two_man_army consul crime_lord art_treasures reference_to_chelsea_clinton brett_ratner
2000000.0,24746,en,124494.0,91.0,Six-String Samurai,5.8,36.0,"['Jeffrey Falcon', 'Justin McGuire', 'Kim De Angelo', 'Stephane Gauger', 'Clifford Hugo']",Lance Mungia,"['Action', 'Adventure', 'Science Fiction']",['independent film'],1998,-1875506.0,1990,six-string_samurai action adventure science_fiction jeffrey_falcon justin_mcguire kim_de_angelo independent_film lance_mungia
55000000.0,8195,en,41610884.0,122.0,Ronin,6.8,670.0,"['Robert De Niro', 'Jean Reno', 'Natascha McElhone', 'Stellan Skarsgård', 'Sean Bean']",John Frankenheimer,"['Action', 'Thriller', 'Crime', 'Adventure']","['paris', 'france', 'arms deal', 'mercenary', 'audi', 'impostor', 'case', 'violence', 'ice skating', 'computer expert', 'ex kgb', 'preparation', 'cellular phone trace', 'merry go round']",1998,-13389116.0,1990,ronin action thriller crime adventure robert_de_niro jean_reno natascha_mcelhone paris france arms_deal mercenary audi john_frankenheimer
14000000.0,9877,en,72527595.0,99.0,Urban Legend,5.6,293.0,"['Alicia Witt', 'Jared Leto', 'Rebecca Gayheart', 'Michael Rosenbaum', 'Loretta Devine']",Jamie Blanks,"['Horror', 'Thriller']","['college', 'murder', 'urban legend', 'slasher', 'killer', 'death']",1998,58527595.0,1990,urban_legend horror thriller alicia_witt jared_leto rebecca_gayheart college murder urban_legend slasher killer jamie_blanks
25000000.0,24016,en,2075084.0,138.0,The Sheltering Sky,6.4,51.0,"['Debra Winger', 'John Malkovich', 'Campbell Scott', 'Jill Bennett', 'Timothy Spall']",Bernardo Bertolucci,"['Adventure', 'Drama', 'Romance']","['africa', 'adultery', 'sahara', 'extramarital affair']",1990,-22924916.0,1990,the_sheltering_sky adventure drama romance debra_winger john_malkovich campbell_scott africa adultery sahara extramarital_affair bernardo_bertolucci
15000000.0,1091,en,19629760.0,109.0,The Thing,7.8,1629.0,"['Kurt Russell', 'Keith David', 'Wilford Brimley', 'Donald Moffat', 'Richard Dysart']",John Carpenter,"['Horror', 'Mystery', 'Science Fiction']","['ice', 'space marine', 'paranoia', 'snow storm', 'norwegian', 'research station', 'alien life-form', 'remake', 'alien', 'antarctica', 'shape shifting alien', 'sled dogs']",1982,4629760.0,1980,the_thing horror mystery science_fiction kurt_russell keith_david wilford_brimley ice space_marine paranoia snow_storm norwegian john_carpenter
8000000.0,10403,en,21706101.0,124.0,The Player,6.9,169.0,"['Tim Robbins', 'Greta Scacchi', 'Fred Ward', 'Whoopi Goldberg', 'Peter Gallagher']",Robert Altman,"['Comedy', 'Drama']","['homicide', 'blackmail', 'enemy', 'hollywood']",1992,13706101.0,1990,the_player comedy drama tim_robbins greta_scacchi fred_ward homicide blackmail enemy hollywood robert_altman
10000000.0,11337,en,10389003.0,89.0,Stardust Memories,6.9,96.0,"['Woody Allen', 'Charlotte Rampling', 'Jessica Harper', 'Marie-Christine Barrault', 'Tony Roberts']",Woody Allen,"['Comedy', 'Drama', 'Romance']","['weekend', 'violinist', 'filmmaking', 'film industry']",1980,389003.0,1980,stardust_memories comedy drama romance woody_allen charlotte_rampling jessica_harper weekend violinist filmmaking film_industry woody_allen
20000000.0,162,en,53000000.0,105.0,Edward Scissorhands,7.5,3731.0,"['Johnny Depp', 'Winona Ryder', 'Dianne Wiest', 'Alan Arkin', 'Anthony Michael Hall']",Tim Burton,"['Fantasy', 'Drama', 'Romance']","['underdog', 'love at first sight', 'hairdresser', 'small town', 'scissors', 'inventor', 'burglar', 'unsociability']",1990,33000000.0,1990,edward_scissorhands fantasy drama romance johnny_depp winona_ryder dianne_wiest underdog love_at_first_sight hairdresser small_town scissors tim_burton
60000000.0,8916,en,171757863.0,83.0,Antz,6.0,1320.0,"['Woody Allen', 'Dan Aykroyd', 'Anne Bancroft', 'Danny Glover', 'Gene Hackman']",Eric Darnell,"['Adventure', 'Animation', 'Comedy', 'Family']","['general', 'hero', 'worker', 'ant', 'work', 'assignment', 'war', 'princess', 'soldier', 'individuality', 'friend']",1998,111757863.0,1990,antz adventure animation comedy family woody_allen dan_aykroyd anne_bancroft general hero worker ant work eric_darnell
17000000.0,9429,en,30331165.0,81.0,A Night at the Roxbury,5.9,202.0,"['Will Ferrell', 'Chris Kattan', 'Jennifer Coolidge', 'Michael Clarke Duncan', 'Eva Mendes']",John Fortenberry,['Comedy'],"['night life', 'nightclub', 'flower', 'flower shop', 'make a match', 'clubbing']",1998,13331165.0,1990,a_night_at_the_roxbury comedy will_ferrell chris_kattan jennifer_coolidge night_life nightclub flower flower_shop make_a_match john_fortenberry
85000000.0,12159,en,71485043.0,113.0,What Dreams May Come,6.8,596.0,"['Robin Williams', 'Cuba Gooding Jr.', 'Annabella Sciorra', 'Max von Sydow', 'Jessica Brooks Grant']",Vincent Ward,"['Drama', 'Fantasy', 'Romance']","['paradise', 'soul', 'underworld', 'heaven', 'painting', 'hell', 'afterlife', 'spiritism']",1998,-13514957.0,1990,what_dreams_may_come drama fantasy romance robin_williams cuba_gooding_jr. annabella_sciorra paradise soul underworld heaven painting vincent_ward
1100000.0,27791,en,631221.0,86.0,Strangeland,4.7,36.0,"['Kevin Gage', 'Elizabeth Peña', 'Brett Harrelson', 'Robert Englund', 'Linda Cardellini']",John Pieplow,['Horror'],[],1998,-468779.0,1990,strangeland horror kevin_gage elizabeth_peña brett_harrelson  john_pieplow
11000000.0,10156,en,31672907.0,92.0,History of the World: Part I,6.5,205.0,"['Mel Brooks', 'Dom DeLuise', 'Madeline Kahn', 'Harvey Korman', 'Cloris Leachman']",Mel Brooks,['Comedy'],"['moses', 'roman empire', 'musical', 'stone age', 'music', 'julius caesar']",1981,20672907.0,1980,history_of_the_world:_part_i comedy mel_brooks dom_deluise madeline_kahn moses roman_empire musical stone_age music mel_brooks
11000000.0,10377,en,64088552.0,120.0,My Cousin Vinny,7.3,393.0,"['Joe Pesci', 'Ralph Macchio', 'Marisa Tomei', 'Mitchell Whitfield', 'Fred Gwynne']",Jonathan Lynn,"['Comedy', 'Drama']","['prison', 'southern usa', 'suspicion', 'cousin', 'court', 'lawyer', 'wrongful arrest']",1992,53088552.0,1990,my_cousin_vinny comedy drama joe_pesci ralph_macchio marisa_tomei prison southern_usa suspicion cousin court jonathan_lynn
28000000.0,4437,en,40400657.0,116.0,2010,6.6,290.0,"['Roy Scheider', 'John Lithgow', 'Helen Mirren', 'Bob Balaban', 'Keir Dullea']",Peter Hyams,"['Thriller', 'Science Fiction']","['jupiter', 'super computer', 'space travel', 'space mission', 'ghost ship', 'outer space', 'astronaut', 'monolith']",1984,12400657.0,1980,2010 thriller science_fiction roy_scheider john_lithgow helen_mirren jupiter super_computer space_travel space_mission ghost_ship peter_hyams
5000000.0,1955,en,26010864.0,124.0,The Elephant Man,7.9,740.0,"['Anthony Hopkins', 'John Hurt', 'Anne Bancroft', 'John Gielgud', 'Wendy Hiller']",David Lynch,"['Drama', 'History']","['exploitation', 'biography', 'hospital', 'curiosity', 'sideshow', 'disfigurement', 'physical deformity', 'freak', '19th century', 'dignity']",1980,21010864.0,1980,the_elephant_man drama history anthony_hopkins john_hurt anne_bancroft exploitation biography hospital curiosity sideshow david_lynch
25000000.0,11932,en,50671850.0,89.0,Bride of Chucky,5.5,366.0,"['Ed Gale', 'Jennifer Tilly', 'Brad Dourif', 'Katherine Heigl', 'Nick Stabile']",Ronny Yu,"['Horror', 'Comedy']","['route 66', 'puppet', 'evil doll', 'killer doll', 'killer toys', 'toy comes to life', 'chucky']",1998,25671850.0,1990,bride_of_chucky horror comedy ed_gale jennifer_tilly brad_dourif route_66 puppet evil_doll killer_doll killer_toys ronny_yu
75000000.0,6435,en,46683377.0,104.0,Practical Magic,6.3,348.0,"['Sandra Bullock', 'Nicole Kidman', 'Evan Rachel Wood', 'Goran Visnjic', 'Stockard Channing']",Griffin Dunne,"['Drama', 'Fantasy', 'Comedy']","['witch', 'magic', 'sorcery', 'love', 'curse', 'family curse']",1998,-28316623.0,1990,practical_magic drama fantasy comedy sandra_bullock nicole_kidman evan_rachel_wood witch magic sorcery love curse griffin_dunne
3000000.0,10683,en,2807390.0,139.0,Happiness,7.4,197.0,"['Jane Adams', 'Jon Lovitz', 'Philip Seymour Hoffman', 'Dylan Baker', 'Evan Silverberg']",Todd Solondz,"['Comedy', 'Drama']","['rape', 'sister sister relationship', 'lover (female)', 'pedophilia', 'sister', 'partnership', 'stalker', 'secret love', 'independent film', 'relationship', 'extramarital affair', 'family conflict', 'unhappiness']",1998,-192610.0,1990,happiness comedy drama jane_adams jon_lovitz philip_seymour_hoffman rape sister_sister_relationship lover_(female) pedophilia sister todd_solondz
75000000.0,9425,en,14567883.0,99.0,Soldier,6.1,226.0,"['Kurt Russell', 'Jason Scott Lee', 'Jason Isaacs', 'Connie Nielsen', 'Sean Pertwee']",Paul W.S. Anderson,"['Action', 'War', 'Science Fiction']","['space marine', 'dystopia', 'alien planet', 'genetic engineering']",1998,-60432117.0,1990,soldier action war science_fiction kurt_russell jason_scott_lee jason_isaacs space_marine dystopia alien_planet genetic_engineering paul_w.s._anderson
20000000.0,637,it,229400000.0,116.0,Life Is Beautiful,8.3,3643.0,"['Nicoletta Braschi', 'Roberto Benigni', 'Giorgio Cantarini', 'Giustino Durano', 'Amerigo Fontani']",Roberto Benigni,"['Comedy', 'Drama']","['italy', 'riddle', 'bookshop', 'self sacrifice', 'mass murder', 'concentration camp', 'bicycle accident', 'fascism', 'loss of father', 'world war ii', ""love of one's life"", 'deportation', 'jew persecution', 'fantasy', 'nazis', 'national socialism', 'charade', 'riding a bicycle', 'price', 'story teller', 'concentration camp prisoner', 'dying and death', 'peekaboo']",1997,209400000.0,1990,life_is_beautiful comedy drama nicoletta_braschi roberto_benigni giorgio_cantarini italy riddle bookshop self_sacrifice mass_murder roberto_benigni
3500000.0,20701,en,16324573.0,93.0,Tales from the Darkside: The Movie,5.8,92.0,"['Deborah Harry', 'Matthew Lawrence', 'Christian Slater', 'Steve Buscemi', 'Julianne Moore']",John Harrison,"['Thriller', 'Comedy', 'Fantasy', 'Horror']","['witch', 'monster', 'heart attack', 'mummy', 'anthology', 'dark comedy', 'based on tv series', 'decapitation', 'darkside', 'black cat', 'severed hand', 'gargoyle', 'horror anthology']",1990,12824573.0,1990,tales_from_the_darkside:_the_movie thriller comedy fantasy horror deborah_harry matthew_lawrence christian_slater witch monster heart_attack mummy anthology john_harrison
20000000.0,73,en,23875127.0,119.0,American History X,8.2,3120.0,"['Edward Norton', 'Edward Furlong', ""Beverly D'Angelo"", 'Avery Brooks', 'Jennifer Lien']",Tony Kaye,['Drama'],"['usa', 'neo-nazi', 'prison', 'skinhead', 'brother brother relationship', 'rape', 'fascism', 'brother', 'basketball', 'jail', 'school', 'swastika', 'los angeles', 'family', 'hate', 'neo nazism', 'xenophobia', 'interracial friendship', 'nazism', 'prison rape']",1998,3875127.0,1990,american_history_x drama edward_norton edward_furlong beverly_d'angelo usa neo-nazi prison skinhead brother_brother_relationship tony_kaye
12000000.0,46889,en,12902790.0,100.0,Living Out Loud,5.4,12.0,"['Holly Hunter', 'Danny DeVito', 'Queen Latifah', 'Martin Donovan', 'Rachael Leigh Cook']",Richard LaGravenese,"['Comedy', 'Drama', 'Romance']","['female protagonist', 'relationship', 'divorce', 'brooklyn bridge']",1998,902790.0,1990,living_out_loud comedy drama romance holly_hunter danny_devito queen_latifah female_protagonist relationship divorce brooklyn_bridge richard_lagravenese
10000000.0,3033,en,6451628.0,105.0,Gods and Monsters,6.8,82.0,"['Ian McKellen', 'Brendan Fraser', 'Lynn Redgrave', 'Lolita Davidovich', 'David Dukes']",Bill Condon,['Drama'],"['gay', 'film director', 'dying and death', 'biography', 'homosexuality', 'author', 'lgbt elderly']",1998,-3548372.0,1990,gods_and_monsters drama ian_mckellen brendan_fraser lynn_redgrave gay film_director dying_and_death biography homosexuality bill_condon
70000000.0,9882,en,116672912.0,116.0,The Siege,6.1,361.0,"['Denzel Washington', 'Annette Bening', 'Bruce Willis', 'Tony Shalhoub', 'Sami Bouajila']",Edward Zwick,"['Drama', 'Action', 'Thriller', 'Crime']","['islam', 'muslim', 'car bomb', 'fbi agent']",1998,46672912.0,1990,the_siege drama action thriller crime denzel_washington annette_bening bruce_willis islam muslim car_bomb fbi_agent edward_zwick
23000000.0,10663,en,185991646.0,90.0,The Waterboy,5.9,521.0,"['Adam Sandler', 'Kathy Bates', 'Fairuza Balk', 'Henry Winkler', 'Jerry Reed']",Frank Coraci,['Comedy'],"['sport', 'social outcast', 'ridicule', 'lawn mower', 'deserted by husband', 'low self esteem', 'black and white to color']",1998,162991646.0,1990,the_waterboy comedy adam_sandler kathy_bates fairuza_balk sport social_outcast ridicule lawn_mower deserted_by_husband frank_coraci
30000000.0,4518,en,82150642.0,124.0,Elizabeth,7.2,346.0,"['Cate Blanchett', 'Geoffrey Rush', 'Christopher Eccleston', 'Joseph Fiennes', 'Richard Attenborough']",Shekhar Kapur,"['Drama', 'History']","['duke', 'historical figure', 'treason', 'catholic', 'protestant']",1998,52150642.0,1990,elizabeth drama history cate_blanchett geoffrey_rush christopher_eccleston duke historical_figure treason catholic protestant shekhar_kapur
65000000.0,3600,en,40002112.0,100.0,I Still Know What You Did Last Summer,5.1,381.0,"['Jennifer Love Hewitt', 'Freddie Prinze Jr.', 'Mekhi Phifer', 'Brandy Norwood', 'Muse Watson']",Danny Cannon,"['Horror', 'Mystery', 'Thriller']","['competition', 'island', 'radio', 'bahamas', 'college', 'knife', 'fisherman', 'vacation', 'revenge', 'murder', 'marijuana', 'resort', 'blood', 'slasher', 'storm', 'hook', 'killer']",1998,-24997888.0,1990,i_still_know_what_you_did_last_summer horror mystery thriller jennifer_love_hewitt freddie_prinze_jr. mekhi_phifer competition island radio bahamas college danny_cannon
9000000.0,11893,en,7936012.0,111.0,Runaway Train,7.0,129.0,"['Jon Voight', 'Eric Roberts', 'Rebecca De Mornay', 'Kyle T. Heffner', 'John P. Ryan']",Andrei Konchalovsky,"['Action', 'Thriller']","['train accident', 'attempt to escape', 'prison warden', 'train', 'prison escape']",1985,-1063988.0,1980,runaway_train action thriller jon_voight eric_roberts rebecca_de_mornay train_accident attempt_to_escape prison_warden train prison_escape andrei_konchalovsky
4000000.0,14924,en,2826523.0,111.0,Sid & Nancy,7.0,106.0,"['Gary Oldman', 'Chloe Webb', 'David Hayman', 'Debby Bishop', 'Andrew Schofield']",Alex Cox,"['Drama', 'Music', 'Romance']","['punk rock', 'bassist', 'hanging from the ceiling']",1986,-1173477.0,1980,sid_&_nancy drama music romance gary_oldman chloe_webb david_hayman punk_rock bassist hanging_from_the_ceiling alex_cox
